Firstname;Lastname;Title;Department
Henrik;Brøgger;Rengøringsassistent;Drift
Birte;Hansen;Rengøringsassistent;Drift
Jens;Eskildsen;Rengøringsassistent;Drift
Pelle;Steenstrup;Rengøringsassistent;Drift
Kasper;Kjær;Rengøringsassistent;Drift
Clara;Frische;Rengøringsassistent;Drift
Laura;Justesen;Rengøringsassistent;Drift
Finn;Hjortshøj;Rengøringsassistent;Drift
Flemming;Thorsen;Rengøringsassistent;Drift
Lars;Hviid;Rengøringsassistent;Drift
Karina;Topsøe;Rengøringsassistent;Drift
Oliver;Pedersen;Rengøringsassistent;Drift
Paul;Schrøder;Rengøringsassistent;Drift
Otto;Tvedebrink;Rengøringsassistent;Drift
Kaj;Hermansen;Rengøringsassistent;Drift
Lene;Leth;Rengøringsassistent;Drift
Paul;Mathiasen;Rengøringsassistent;Drift
Mette;Thomassen;Rengøringsassistent;Drift
Emil;Villadsen;Rengøringsassistent;Drift
Camilla;Meyer;Rengøringsassistent;Drift
Birgitte;Laursen;Rengøringsassistent;Drift
Nikolaj;Kjær;Rengøringsassistent;Drift
Victor;Solberg;Rengøringsassistent;Drift
Peder;Enevoldsen;Rengøringsassistent;Drift
Emma;Søndergård;Rengøringsassistent;Drift
Jørgen;Eriksen;Rengøringsassistent;Drift
Pia;Dybvad;Rengøringsassistent;Drift
Gudrun;Albæk;Rengøringsassistent;Drift
Viggo;Hemmingsen;Rengøringsassistent;Drift
Pelle;Falk;Rengøringsassistent;Drift
Marianne;Kjeldsen;Rengøringsassistent;Drift
Hanne;Vestergaard;Rengøringsassistent;Drift
Bjarne;Kragh;Rengøringsassistent;Drift
Gitte;Nilsson;Rengøringsassistent;Drift
Julie;Hansen;Rengøringsassistent;Drift
Christoffer;Eriksen;Rengøringsassistent;Drift
Mogens;Buhr;Rengøringsassistent;Drift
Louise;Huneke;Rengøringsassistent;Drift
Lone;Viggers;Ernæringschef;Ernaering
Valdemar;Damgård;Diætist;Ernaering
Emma;Bundgaard;Diætist;Ernaering
Caroline;Paulsen;Diætist;Ernaering
Victor;Ballin;Diætist;Ernaering
Michael;Svendsen;Diætist;Ernaering
Edith;Hemmingsen;Diætist;Ernaering
Ulla;Hunnerup;Diætist;Ernaering
Freja;Søndergård;Diætist;Ernaering
Jesper;Millang;Diætist;Ernaering
Inge;Andersen ;Diætist;Ernaering
Holger;Kampmann;Diætist;Ernaering
Christoffer;Schultz;Diætist;Ernaering
Ove;Mørk;Diætist;Ernaering
Nikolaj;Paulsen;Diætist;Ernaering
Signe;Iversen;Diætist;Ernaering
Kurt;Troelsgaard;Diætist;Ernaering
Katrine;Frische;Diætist;Ernaering
Morten;Dalgård;Diætist;Ernaering
Peter;Bisgaard;Diætist;Ernaering
Otto;Schou;Diætist;Ernaering
Ida;Danielsen;Diætist;Ernaering
Harald;Dam;Diætist;Ernaering
Ann;Fogsgaard;Chefjordemoder;KvindeOgFoedsler
Troels;Niemann;Ledende overlæge;KvindeOgFoedsler
Jane;Birkebæk;Oversygeplejeske;KvindeOgFoedsler
Nikolaj;Bach;Jordemoder;KvindeOgFoedsler
Marianne;Kampmann;Jordemoder;KvindeOgFoedsler
Margrethe;Meyer;Jordemoder;KvindeOgFoedsler
Hans;Matthesen;Jordemoder;KvindeOgFoedsler
Arne;Lauritsen;Jordemoder;KvindeOgFoedsler
Jesper;Winther;Jordemoder;KvindeOgFoedsler
Mikkel;Troelsgaard;Jordemoder;KvindeOgFoedsler
Clara;Lauritzen;Jordemoder;KvindeOgFoedsler
Jette;Strandberg;Jordemoder;KvindeOgFoedsler
Martin;Beck;Jordemoder;KvindeOgFoedsler
Katrine;Troelsgaard;Jordemoder;KvindeOgFoedsler
Christian;Nygaard;Jordemoder;KvindeOgFoedsler
Josefine;Jespersen;Jordemoder;KvindeOgFoedsler
Magnus;Spang;Jordemoder;KvindeOgFoedsler
Kirsten;Topsøe;Jordemoder;KvindeOgFoedsler
Silke;Albæk;Jordemoder;KvindeOgFoedsler
Mary;Koch;Jordemoder;KvindeOgFoedsler
Christoffer;Schrøder;Jordemoder;KvindeOgFoedsler
Caroline;Thøgersen;Jordemoder;KvindeOgFoedsler
Jan;Frederiksen;Jordemoder;KvindeOgFoedsler
Mary;Bundgaard;Jordemoder;KvindeOgFoedsler
Karoline;Dahl;Jordemoder;KvindeOgFoedsler
Amalie;Kristensen;Jordemoder;KvindeOgFoedsler
Nikolaj;Dyrholm;Jordemoder;KvindeOgFoedsler
Niels;Nørgård;Jordemoder;KvindeOgFoedsler
Søren;Munk;Jordemoder;KvindeOgFoedsler
Else;Hansen ;Jordemoder;KvindeOgFoedsler
Per;Mouritsen;Jordemoder;KvindeOgFoedsler
Mathilde;Søndergård;Jordemoder;KvindeOgFoedsler
Erna;Jørgensen;Jordemoder;KvindeOgFoedsler
Martin;Schack ;Jordemoder;KvindeOgFoedsler
Bodil;Meyer;Jordemoder;KvindeOgFoedsler
Klara;Henningsen;Jordemoder;KvindeOgFoedsler
Helle;Iversen;Jordemoder;KvindeOgFoedsler
Henning;Gregersen;Jordemoder;KvindeOgFoedsler
Andreas;Simonsen;Jordemoder;KvindeOgFoedsler
Jette;Søgård;Jordemoder;KvindeOgFoedsler
Ingrid;Storm ;Jordemoder;KvindeOgFoedsler
Amalie;Thøgersen;Jordemoder;KvindeOgFoedsler
Leif;Prahl;Jordemoder;KvindeOgFoedsler
Kurt;Lund ;Jordemoder;KvindeOgFoedsler
Birgitte;Knudsen;Jordemoder;KvindeOgFoedsler
Torben;Nørgaard;Jordemoder;KvindeOgFoedsler
Bodil;Ranthe;Jordemoder;KvindeOgFoedsler
Viggo;Iversen;Jordemoder;KvindeOgFoedsler
Flemming;Kessler;Jordemoder;KvindeOgFoedsler
Per;Overgård;Jordemoder;KvindeOgFoedsler
Birte;Hjorth;Jordemoder;KvindeOgFoedsler
Preben;Mærsk;Jordemoder;KvindeOgFoedsler
Abel;Lange;Jordemoder;KvindeOgFoedsler
Lise;Holst;Jordemoder;KvindeOgFoedsler
Signe;Iversen;Jordemoder;KvindeOgFoedsler
Holger;Carstensen;Jordemoder;KvindeOgFoedsler
Egon;Prahl;Jordemoder;KvindeOgFoedsler
Erik;Frost;Jordemoder;KvindeOgFoedsler
Lis;Svensson;Jordemoder;KvindeOgFoedsler
Bodil;Bjørnholt;Jordemoder;KvindeOgFoedsler
Per;Falk;Jordemoder;KvindeOgFoedsler
Jesper;Rohde;Jordemoder;KvindeOgFoedsler
Henry;Lind;Jordemoder;KvindeOgFoedsler
Børge;Jessen;Jordemoder;KvindeOgFoedsler
Emilie;Dalsgaard;Jordemoder;KvindeOgFoedsler
Jacob;Nygård;Jordemoder;KvindeOgFoedsler
Arne;Ravn;Jordemoder;KvindeOgFoedsler
Lærke;Paulsen;Jordemoder;KvindeOgFoedsler
Jesper;Olsson;Jordemoder;KvindeOgFoedsler
Finn;Taarnhøj;Jordemoder;KvindeOgFoedsler
Jens;Steenstrup;Jordemoder;KvindeOgFoedsler
Lis;Mortensen;Jordemoder;KvindeOgFoedsler
Malene;Lind;Jordemoder;KvindeOgFoedsler
Martin;Dalgård;Jordemoder;KvindeOgFoedsler
Alfred;Lassen;Jordemoder;KvindeOgFoedsler
Bodil;Kristiansen;Jordemoder;KvindeOgFoedsler
Jesper;Meinert;Jordemoder;KvindeOgFoedsler
Bente;Monrad;Jordemoder;KvindeOgFoedsler
Josefine;Bisgård;Jordemoder;KvindeOgFoedsler
Victoria;Aagaard;Jordemoder;KvindeOgFoedsler
Andreas;Sørensen;Jordemoder;KvindeOgFoedsler
Bjarne;Lassen;Jordemoder;KvindeOgFoedsler
Bente;Nygaard;Jordemoder;KvindeOgFoedsler
Arne;Dahl;Jordemoder;KvindeOgFoedsler
Kaj;Clausager;Jordemoder;KvindeOgFoedsler
Klara;Dalsgaard;Jordemoder;KvindeOgFoedsler
Maria;Hjorth;Jordemoder;KvindeOgFoedsler
Inge;Passer ;Jordemoder;KvindeOgFoedsler
Ingrid;Kofoed;Jordemoder;KvindeOgFoedsler
Jesper;Kirkegaard;Jordemoder;KvindeOgFoedsler
Jonas;Thygesen;Jordemoder;KvindeOgFoedsler
Hanne;Nilsson;Jordemoder;KvindeOgFoedsler
Helene;Lauridsen;Jordemoder;KvindeOgFoedsler
Daniel;Laursen;Jordemoder;KvindeOgFoedsler
Pelle;Dybdahl;Jordemoder;KvindeOgFoedsler
Charlotte;Lassen;Jordemoder;KvindeOgFoedsler
Bjarne;Nygård;Jordemoder;KvindeOgFoedsler
Åge;Matthesen;Jordemoder;KvindeOgFoedsler
Sebastian;Solberg;Jordemoder;KvindeOgFoedsler
Henry;Arendt;Jordemoder;KvindeOgFoedsler
Mads;Kjærgård;Jordemoder;KvindeOgFoedsler
Mads;Steen;Jordemoder;KvindeOgFoedsler
Kamilla;Westermann;Jordemoder;KvindeOgFoedsler
Holger;Strandberg;Jordemoder;KvindeOgFoedsler
Ove;Jørgensen;Jordemoder;KvindeOgFoedsler
Gitte;Rasmussen;Jordemoder;KvindeOgFoedsler
Niels;Sørensen;Jordemoder;KvindeOgFoedsler
Kaj;Mouritsen;Jordemoder;KvindeOgFoedsler
Ellen;Hemmingsen;Jordemoder;KvindeOgFoedsler
Clara;Meyer;Jordemoder;KvindeOgFoedsler
Louise;Henriksen;Jordemoder;KvindeOgFoedsler
Jesper;Johannesen;Jordemoder;KvindeOgFoedsler
Signe;Kristensen;Jordemoder;KvindeOgFoedsler
Victoria;Nissen;Jordemoder;KvindeOgFoedsler
Emilie;Bratt;Jordemoder;KvindeOgFoedsler
Bodil;Berthelsen;Jordemoder;KvindeOgFoedsler
Birte;Berendsen;Jordemoder;KvindeOgFoedsler
Bjarne;Kjær;Jordemoder;KvindeOgFoedsler
Daniel;Kallesoe;Jordemoder;KvindeOgFoedsler
Finn;Vestager;Jordemoder;KvindeOgFoedsler
Signe;Juhl;Jordemoder;KvindeOgFoedsler
Tove;Hviid;Jordemoder;KvindeOgFoedsler
Johannes;Winther;Jordemoder;KvindeOgFoedsler
Victoria;Dyrholm;Jordemoder;KvindeOgFoedsler
Kaj;Spang;Jordemoder;KvindeOgFoedsler
Per;Nielsen;Jordemoder;KvindeOgFoedsler
Marie;Knudsen;Jordemoder;KvindeOgFoedsler
Lene;Eriksen;Jordemoder;KvindeOgFoedsler
Ida;Nygård;Jordemoder;KvindeOgFoedsler
Erna;Friis;Jordemoder;KvindeOgFoedsler
Edith;Svensson;Jordemoder;KvindeOgFoedsler
Paul;Berendsen;Jordemoder;KvindeOgFoedsler
Oliver;Bjørnholt;Jordemoder;KvindeOgFoedsler
Anders;Nissen;Jordemoder;KvindeOgFoedsler
Niels;Jakobsen;Jordemoder;KvindeOgFoedsler
Pernille;Schack ;Jordemoder;KvindeOgFoedsler
Ingrid;Passer ;Jordemoder;KvindeOgFoedsler
Maria;Meyer;Jordemoder;KvindeOgFoedsler
Charlotte;Fischer;Jordemoder;KvindeOgFoedsler
Maria;Bruun;Jordemoder;KvindeOgFoedsler
Lærke;Johansen;Jordemoder;KvindeOgFoedsler
Christine;Søltoft;Jordemoder;KvindeOgFoedsler
Ole;Gade;Jordemoder;KvindeOgFoedsler
Silke;Buch;Jordemoder;KvindeOgFoedsler
Jan;Andreasen;Jordemoder;KvindeOgFoedsler
Mathias;Nygaard;Jordemoder;KvindeOgFoedsler
Lis;Vinther;Jordemoder;KvindeOgFoedsler
Finn;Mørk;Jordemoder;KvindeOgFoedsler
Harald;Troelsgaard;Jordemoder;KvindeOgFoedsler
Ulla;Bak;Jordemoder;KvindeOgFoedsler
Henning;Juhl;Jordemoder;KvindeOgFoedsler
Finn;Svendsen;Jordemoder;KvindeOgFoedsler
Karen;Mortensen;Jordemoder;KvindeOgFoedsler
Caroline;Overgaard;Jordemoder;KvindeOgFoedsler
Martin;Svendsen;Jordemoder;KvindeOgFoedsler
Maja;Dybdahl;Jordemoder;KvindeOgFoedsler
Helle;Bertelsen;Jordemoder;KvindeOgFoedsler
Signe;Dam;Jordemoder;KvindeOgFoedsler
Cecilie;Søgård;Jordemoder;KvindeOgFoedsler
Edith;Bundgård;Jordemoder;KvindeOgFoedsler
Ellen;Kessler;Jordemoder;KvindeOgFoedsler
Mary;Andreasen;Jordemoder;KvindeOgFoedsler
Josefine;Jespersen;Jordemoder;KvindeOgFoedsler
Susanne;Poulsen;Jordemoder;KvindeOgFoedsler
Margrethe;Buhr;Jordemoder;KvindeOgFoedsler
Camilla;Bundgård;Jordemoder;KvindeOgFoedsler
Kaj;Lund ;Jordemoder;KvindeOgFoedsler
Michael;Damgård;Jordemoder;KvindeOgFoedsler
Jørgen;Overgård;Jordemoder;KvindeOgFoedsler
Tobias;Eriksen;Jordemoder;KvindeOgFoedsler
Vibeke;Borg;Jordemoder;KvindeOgFoedsler
Harald;Fischer;Jordemoder;KvindeOgFoedsler
Birgitte;Munk;Jordemoder;KvindeOgFoedsler
Birte;Leth;Jordemoder;KvindeOgFoedsler
Mary;Sommer;Jordemoder;KvindeOgFoedsler
Jytte;Nielsen;Jordemoder;KvindeOgFoedsler
Finn;Meinert;Jordemoder;KvindeOgFoedsler
Karina;Østergaard;Jordemoder;KvindeOgFoedsler
Børge;Ranthe;Jordemoder;KvindeOgFoedsler
Kirstine;Ranthe;Jordemoder;KvindeOgFoedsler
Caroline;Kjærgaard;Jordemoder;KvindeOgFoedsler
Harald;Larsen;Jordemoder;KvindeOgFoedsler
Flemming;Stokholm;Jordemoder;KvindeOgFoedsler
Martin;Arendt;Jordemoder;KvindeOgFoedsler
Ingeborg;Matthesen;Jordemoder;KvindeOgFoedsler
Mathilde;Lorentzen;Jordemoder;KvindeOgFoedsler
Flemming;Laursen;Jordemoder;KvindeOgFoedsler
Johanne;Strandberg;Jordemoder;KvindeOgFoedsler
Victor;Thøgersen;Jordemoder;KvindeOgFoedsler
Oliver;Krog ;Jordemoder;KvindeOgFoedsler
Åse;Thorsen;Jordemoder;KvindeOgFoedsler
Kasper;Karlsen;Jordemoder;KvindeOgFoedsler
Victoria;Damgård;Jordemoder;KvindeOgFoedsler
Andreas;Hviid;Jordemoder;KvindeOgFoedsler
Svend;Krog ;Jordemoder;KvindeOgFoedsler
Viggo;Storm ;Jordemoder;KvindeOgFoedsler
Irene;Birch;Jordemoder;KvindeOgFoedsler
Kristian;Frederiksen;Jordemoder;KvindeOgFoedsler
Knud;Damgård;Jordemoder;KvindeOgFoedsler
Kim;Møller;Jordemoder;KvindeOgFoedsler
Katrine;FuhlenDorff;Jordemoder;KvindeOgFoedsler
Lars;Krogh;Jordemoder;KvindeOgFoedsler
Mathias;Huneke;Jordemoder;KvindeOgFoedsler
Johannes;Nilsson;Jordemoder;KvindeOgFoedsler
Marie;Hansen;Jordemoder;KvindeOgFoedsler
Signe;Larsen;Jordemoder;KvindeOgFoedsler
Åse;Holst;Jordemoder;KvindeOgFoedsler
Maria;Overgaard;Jordemoder;KvindeOgFoedsler
Ingrid;Prahl;Jordemoder;KvindeOgFoedsler
Bente;Jensen;Jordemoder;KvindeOgFoedsler
Birgit;Søltoft;Jordemoder;KvindeOgFoedsler
Bjarne;Kristoffersen;Jordemoder;KvindeOgFoedsler
Rasmus;Juhl;Jordemoder;KvindeOgFoedsler
Nikolaj;Falk;Jordemoder;KvindeOgFoedsler
Børge;Kjeldsen;Jordemoder;KvindeOgFoedsler
Christoffer;Nilsson;Jordemoder;KvindeOgFoedsler
Poul;Kirkegaard;Jordemoder;KvindeOgFoedsler
Christian;Hedegaard;Jordemoder;KvindeOgFoedsler
Lone;Andersen ;Jordemoder;KvindeOgFoedsler
Caroline;Thøgersen;Jordemoder;KvindeOgFoedsler
Signe;Solberg;Jordemoder;KvindeOgFoedsler
Helle;Mølgaard;Jordemoder;KvindeOgFoedsler
Viggo;Bang;Jordemoder;KvindeOgFoedsler
Bente;Clausager;Læge;KvindeOgFoedsler
Marie;Schmidt;Læge;KvindeOgFoedsler
Kim;Østergaard;Læge;KvindeOgFoedsler
Jytte;Talbot;Læge;KvindeOgFoedsler
Torben;Svendsen;Læge;KvindeOgFoedsler
Mary;Persson;Læge;KvindeOgFoedsler
Julie;Schultz;Læge;KvindeOgFoedsler
Rasmus;Ravn;Læge;KvindeOgFoedsler
Katrine;Johannesen;Læge;KvindeOgFoedsler
Flemming;Hansen ;Læge;KvindeOgFoedsler
Kirsten;Thygesen;Læge;KvindeOgFoedsler
Signe;Hansen;Læge;KvindeOgFoedsler
Peter;Villadsen;Læge;KvindeOgFoedsler
Gerda;Koch;Læge;KvindeOgFoedsler
Edith;Krogh;Læge;KvindeOgFoedsler
Oliver;Poulsen;Læge;KvindeOgFoedsler
Henning;Bech;Læge;KvindeOgFoedsler
Karina;Bertelsen;Læge;KvindeOgFoedsler
Bente;Talbot;Læge;KvindeOgFoedsler
Susanne;Solberg;Læge;KvindeOgFoedsler
Henrik;Mortensen;Læge;KvindeOgFoedsler
Karoline;Bak;Læge;KvindeOgFoedsler
Amalie;Kjeldsen;Læge;KvindeOgFoedsler
Else;Bundgaard;Læge;KvindeOgFoedsler
Edith;Aagaard;Læge;KvindeOgFoedsler
Susanne;Jacobsen;Læge;KvindeOgFoedsler
Henning;Paulsen;Læge;KvindeOgFoedsler
Lis;Ranthe;Læge;KvindeOgFoedsler
Peter;Henningsen;Læge;KvindeOgFoedsler
Per;Bonde;Læge;KvindeOgFoedsler
Ole;Frandsen;Læge;KvindeOgFoedsler
Frederik;Hansen;Læge;KvindeOgFoedsler
Laura;Leth;Læge;KvindeOgFoedsler
Christine;Enevoldsen;Læge;KvindeOgFoedsler
Erik;Bisgård;Læge;KvindeOgFoedsler
Mathias;Engelstoft;Læge;KvindeOgFoedsler
Anna;Krog ;Læge;KvindeOgFoedsler
Bjarne;Laursen;Læge;KvindeOgFoedsler
Lucas;Kruse;Læge;KvindeOgFoedsler
Katrine;Huneke;Læge;KvindeOgFoedsler
Bjarne;Hansen;Læge;KvindeOgFoedsler
Tove;Hemmingsen;Læge;KvindeOgFoedsler
Susanne;Sørensen;Læge;KvindeOgFoedsler
Malene;Aagaard;Læge;KvindeOgFoedsler
Vibeke;Kirkegaard;Læge;KvindeOgFoedsler
Anders;Berendsen;Læge;KvindeOgFoedsler
Aage;Nilsson;Læge;KvindeOgFoedsler
Daniel;Rohde;Læge;KvindeOgFoedsler
Amalie;Nygård;Læge;KvindeOgFoedsler
Sofie;Kristensen;Læge;KvindeOgFoedsler
Johanne;Dam;Læge;KvindeOgFoedsler
Helene;Schultz;Læge;KvindeOgFoedsler
Charlotte;Riis;Læge;KvindeOgFoedsler
Oluf;Bendtsen;Læge;KvindeOgFoedsler
Lucas;Koch;Læge;KvindeOgFoedsler
Lars;Lind;Læge;KvindeOgFoedsler
Joachim;Michelsen;Læge;KvindeOgFoedsler
Julie;Bundgaard;Læge;KvindeOgFoedsler
Susanne;Bundgaard;Læge;KvindeOgFoedsler
Mathias;Bang;Læge;KvindeOgFoedsler
Signe;Bundgaard;Læge;KvindeOgFoedsler
Gerda;Thygesen;Læge;KvindeOgFoedsler
Otto;Berthelsen;Læge;KvindeOgFoedsler
Signe;Munk;Læge;KvindeOgFoedsler
Line;Nørgaard;Læge;KvindeOgFoedsler
Finn;Bech;Læge;KvindeOgFoedsler
Bodil;Andersen ;Læge;KvindeOgFoedsler
Magnus;Brandt;Læge;KvindeOgFoedsler
Lucas;Danielsen;Læge;KvindeOgFoedsler
Åge;Winther;Læge;KvindeOgFoedsler
Silke;Dalgård;Læge;KvindeOgFoedsler
Åge;Jespersen;Læge;KvindeOgFoedsler
Sebastian;Dybdahl;Læge;KvindeOgFoedsler
Holger;Overgaard;Læge;KvindeOgFoedsler
Thomas;Schultz;Læge;KvindeOgFoedsler
Ingeborg;Kragh;Læge;KvindeOgFoedsler
Lars;Falk;Læge;KvindeOgFoedsler
Sofie;Eriksen;Læge;KvindeOgFoedsler
Kirstine;Christensen;Læge;KvindeOgFoedsler
Valdemar;Bjerre;Læge;KvindeOgFoedsler
Kristian;Jeppesen;Læge;KvindeOgFoedsler
Søren;FuhlenDorff;Læge;KvindeOgFoedsler
Charlotte;Dybvad;Læge;KvindeOgFoedsler
Mikkel;Thomsen;Læge;KvindeOgFoedsler
Bjarne;Jessen;Læge;KvindeOgFoedsler
Per;Hald;Læge;KvindeOgFoedsler
Jørgen;FuhlenDorff;Læge;KvindeOgFoedsler
Valdemar;Pedersen;Læge;KvindeOgFoedsler
Johanne;FuhlenDorff;Læge;KvindeOgFoedsler
Magnus;Dyrholm;Læge;KvindeOgFoedsler
John;Lauritzen;Læge;KvindeOgFoedsler
Otto;Nygaard;Læge;KvindeOgFoedsler
Grethe;Overgård;Læge;KvindeOgFoedsler
Jytte;Jønsson;Læge;KvindeOgFoedsler
Peder;Hunnerup;Læge;KvindeOgFoedsler
Thomas;Hald;Læge;KvindeOgFoedsler
Ingrid;Hansen ;Læge;KvindeOgFoedsler
Marie;Clausen;Læge;KvindeOgFoedsler
Magnus;Steen;Læge;KvindeOgFoedsler
Gitte;Bjerre;Læge;KvindeOgFoedsler
Magnus;Hald;Læge;KvindeOgFoedsler
Klara;Mikkelsen;Læge;KvindeOgFoedsler
Sascha;Overgård;Ledende oversygeplejeske;Hjertesygdomme
Poul;Lund;Ledende Læge;Hjertesygdomme
Bente;Beck;Sygeplejeske;Hjertesygdomme
Johanne;Hansen ;Sygeplejeske;Hjertesygdomme
Ingeborg;Andersen ;Sygeplejeske;Hjertesygdomme
Jan;Vinther;Sygeplejeske;Hjertesygdomme
Torben;Johansen;Sygeplejeske;Hjertesygdomme
Christian;Munk;Sygeplejeske;Hjertesygdomme
Torben;Lorentzen;Sygeplejeske;Hjertesygdomme
Anne;Berthelsen;Sygeplejeske;Hjertesygdomme
Viggo;Steffensen;Sygeplejeske;Hjertesygdomme
Mikkel;Birch;Sygeplejeske;Hjertesygdomme
Irene;Søltoft;Sygeplejeske;Hjertesygdomme
Johannes;Holm;Sygeplejeske;Hjertesygdomme
Søren;Kampmann;Sygeplejeske;Hjertesygdomme
Ingrid;Bøttger;Sygeplejeske;Hjertesygdomme
Sofie;Solberg;Sygeplejeske;Hjertesygdomme
Kamilla;Lund;Sygeplejeske;Hjertesygdomme
Gerda;Kjær;Sygeplejeske;Hjertesygdomme
Lone;Krogh;Sygeplejeske;Hjertesygdomme
Kasper;Davidsen;Sygeplejeske;Hjertesygdomme
Leif;Ranthe;Sygeplejeske;Hjertesygdomme
Lone;Østergård;Sygeplejeske;Hjertesygdomme
Lærke;Enevoldsen;Sygeplejeske;Hjertesygdomme
Oluf;Panum;Sygeplejeske;Hjertesygdomme
Louise;Bjerre;Sygeplejeske;Hjertesygdomme
Anna;Kjærgård;Sygeplejeske;Hjertesygdomme
Erik;Bisgaard;Sygeplejeske;Hjertesygdomme
John;Westermann;Sygeplejeske;Hjertesygdomme
Vibeke;Spang;Sygeplejeske;Hjertesygdomme
Paul;Rasmussen;Sygeplejeske;Hjertesygdomme
Helle;Simonsen;Sygeplejeske;Hjertesygdomme
Gitte;Arendt;Sygeplejeske;Hjertesygdomme
Otto;Overgaard;Sygeplejeske;Hjertesygdomme
Emma;Dybdahl;Sygeplejeske;Hjertesygdomme
Sofie;Dam;Sygeplejeske;Hjertesygdomme
Kristine;Søndergaard;Sygeplejeske;Hjertesygdomme
Mette;Overgaard;Sygeplejeske;Hjertesygdomme
Kristoffer;Hunnerup;Sygeplejeske;Hjertesygdomme
Martin;Kjærsgaard;Sygeplejeske;Hjertesygdomme
Silke;Kristiansen;Sygeplejeske;Hjertesygdomme
Lone;Hansen ;Sygeplejeske;Hjertesygdomme
Ulla;Schou;Sygeplejeske;Hjertesygdomme
Mary;Berg;Sygeplejeske;Hjertesygdomme
Jesper;Overgård;Sygeplejeske;Hjertesygdomme
Karoline;Kragh;Sygeplejeske;Hjertesygdomme
Jonas;Sommer;Sygeplejeske;Hjertesygdomme
Jens;Kampmann;Sygeplejeske;Hjertesygdomme
Aage;Dalsgaard;Sygeplejeske;Hjertesygdomme
Kaj;Riis;Sygeplejeske;Hjertesygdomme
Erik;Bak;Sygeplejeske;Hjertesygdomme
Malene;Aagaard;Sygeplejeske;Hjertesygdomme
Jette;Petersen;Sygeplejeske;Hjertesygdomme
Klara;Bisgaard;Sygeplejeske;Hjertesygdomme
Magnus;Falk;Sygeplejeske;Hjertesygdomme
Erna;Thomassen;Sygeplejeske;Hjertesygdomme
Maja;Madsen;Sygeplejeske;Hjertesygdomme
Niels;Kirkegaard;Sygeplejeske;Hjertesygdomme
Malene;Kristiansen;Sygeplejeske;Hjertesygdomme
Otto;Pedersen;Sygeplejeske;Hjertesygdomme
Carl;Birch;Sygeplejeske;Hjertesygdomme
Inger;Øgendahl;Sygeplejeske;Hjertesygdomme
Lone;Schack ;Sygeplejeske;Hjertesygdomme
Pia;Lassen;Sygeplejeske;Hjertesygdomme
Rasmus;Steen;Sygeplejeske;Hjertesygdomme
Egon;Talbot;Sygeplejeske;Hjertesygdomme
Gerda;Albæk;Sygeplejeske;Hjertesygdomme
Maja;Thygesen;Sygeplejeske;Hjertesygdomme
Inge;Karlsen;Sygeplejeske;Hjertesygdomme
Katrine;Taarnhøj;Sygeplejeske;Hjertesygdomme
Ingrid;Christiansen;Sygeplejeske;Hjertesygdomme
Ove;Iversen;Sygeplejeske;Hjertesygdomme
Jonas;Dalsgaard;Sygeplejeske;Hjertesygdomme
Christian;Vestergård;Sygeplejeske;Hjertesygdomme
Agnes;Vestager;Sygeplejeske;Hjertesygdomme
Kim;Lund ;Sygeplejeske;Hjertesygdomme
Agnes;Michelsen;Sygeplejeske;Hjertesygdomme
Marie;Juhl;Sygeplejeske;Hjertesygdomme
Bjarne;Knudsen;Sygeplejeske;Hjertesygdomme
Lis;Bech;Sygeplejeske;Hjertesygdomme
Charlotte;Toft;Sygeplejeske;Hjertesygdomme
Johanne;Spang;Sygeplejeske;Hjertesygdomme
Victoria;Ibsen;Sygeplejeske;Hjertesygdomme
Freja;Lauritsen;Læge;Hjertesygdomme
Gorm;Schack ;Læge;Hjertesygdomme
Ulla;Lauridsen;Læge;Hjertesygdomme
Abel;Johansen;Læge;Hjertesygdomme
Mads;Friis;Læge;Hjertesygdomme
Julie;Pedersen;Læge;Hjertesygdomme
Johannes;Andreasen;Læge;Hjertesygdomme
Ove;Dalsgaard;Læge;Hjertesygdomme
Aage;Schack ;Læge;Hjertesygdomme
Emma;Mouritsen;Læge;Hjertesygdomme
Kim;Mortensen;Læge;Hjertesygdomme
Victoria;Kristiansen;Læge;Hjertesygdomme
Malene;Bjerregaard;Læge;Hjertesygdomme
Jakob;Heller;Læge;Hjertesygdomme
Irene;Kampmann;Læge;Hjertesygdomme
Daniel;Lauritsen;Læge;Hjertesygdomme
Karina;Bendtsen;Læge;Hjertesygdomme
Svend;Kruse;Læge;Hjertesygdomme
Jesper;Steffensen;Læge;Hjertesygdomme
Mette;Laustsen;Læge;Hjertesygdomme
Tobias;Klausen;Læge;Hjertesygdomme
Egon;Bjørnholt;Læge;Hjertesygdomme
Else;Bruun;Læge;Hjertesygdomme
Amalie;Bendtsen;Læge;Hjertesygdomme
Jonas;Nielsen;Læge;Hjertesygdomme
Tove;Buhr;Læge;Hjertesygdomme
Peter;Frost;Læge;Hjertesygdomme
Pernille;Riis;Læge;Hjertesygdomme
Birgitte;Paulsen;Læge;Hjertesygdomme
Emil;Meyer;Læge;Hjertesygdomme
Kim;Schrøder;Læge;Hjertesygdomme
Jacob;Fischer;Læge;Hjertesygdomme
Freja;Buch;Læge;Hjertesygdomme
Børge;Aagaard;Læge;Hjertesygdomme
Kasper;Mørk;Læge;Hjertesygdomme
Søren;Søltoft;Læge;Hjertesygdomme
Hans;Damgård;Læge;Hjertesygdomme
